year,month,temperature,sea_level,precipitation_rate,location
1987.916667,11,20.71,0.86,2.9000000000000004,"Sydney, Australia"
1988,12,22.43,0.87,2.6,"Sydney, Australia"
1988.083333,1,23.97,0.9,5.3,"Sydney, Australia"
1988.166667,2,24.9,0.91,3.2,"Sydney, Australia"
1988.25,3,24.03,0.91,2.1999999999999997,"Sydney, Australia"
1988.333333,4,20.5,0.9,5.1,"Sydney, Australia"
1988.416667,5,17.43,0.91,4.8,"Sydney, Australia"
1988.5,6,15.6,0.91,3.8,"Sydney, Australia"
1988.583333,7,14.15,0.9,3.0000000000000004,"Sydney, Australia"
1988.666667,8,14.81,0.88,2.1999999999999997,"Sydney, Australia"
1988.75,9,16.72,0.89,1.5000000000000002,"Sydney, Australia"
1988.833333,10,18.83,0.87,2.1999999999999997,"Sydney, Australia"
1988.916667,11,20.65,0.88,2.5,"Sydney, Australia"
1989,12,22.22,0.89,4.500000000000001,"Sydney, Australia"
1989.083333,1,23.15,0.89,3.3000000000000003,"Sydney, Australia"
1989.166667,2,23.49,0.88,4.199999999999999,"Sydney, Australia"
1989.25,3,21.64,0.87,4.7,"Sydney, Australia"
1989.333333,4,19.75,0.88,5.6000000000000005,"Sydney, Australia"
1989.416667,5,18.14,0.89,5.8999999999999995,"Sydney, Australia"
1989.5,6,14.55,0.85,4.500000000000001,"Sydney, Australia"
1989.583333,7,13.72,0.84,3.2,"Sydney, Australia"
1989.666667,8,14.13,0.82,2.3,"Sydney, Australia"
1989.75,9,14.73,0.82,2.0999999999999996,"Sydney, Australia"
1989.833333,10,18.05,0.82,2.0999999999999996,"Sydney, Australia"
1989.916667,11,20.1,0.82,1.5000000000000002,"Sydney, Australia"
1990,12,21.75,0.83,3.6000000000000005,"Sydney, Australia"
1990.083333,1,21.82,0.83,5.2,"Sydney, Australia"
1990.166667,2,22.96,0.83,3.6000000000000005,"Sydney, Australia"
1990.25,3,20.83,0.82,2.0999999999999996,"Sydney, Australia"
1990.333333,4,19.83,0.82,2.7,"Sydney, Australia"
1990.416667,5,16.88,0.82,3.4000000000000004,"Sydney, Australia"
1990.5,6,14.12,0.78,4.500000000000001,"Sydney, Australia"
1990.583333,7,12.68,0.75,2.1999999999999997,"Sydney, Australia"
1990.666667,8,14.23,0.75,2.9000000000000004,"Sydney, Australia"
1990.75,9,15.73,0.76,1.4000000000000001,"Sydney, Australia"
1990.833333,10,17.18,0.77,1.6,"Sydney, Australia"
1990.916667,11,19.39,0.77,1.8000000000000003,"Sydney, Australia"
1991,12,22.78,0.79,1.5000000000000002,"Sydney, Australia"
1991.083333,1,24.26,0.81,1.6,"Sydney, Australia"
1991.166667,2,24.87,0.82,1.5000000000000002,"Sydney, Australia"
1991.25,3,24.76,0.83,1.5000000000000002,"Sydney, Australia"
1991.333333,4,20.76,0.85,1.8000000000000003,"Sydney, Australia"
1991.416667,5,17.28,0.83,1.8000000000000003,"Sydney, Australia"
1991.5,6,15.3,0.82,1.8000000000000003,"Sydney, Australia"
1991.583333,7,14.07,0.79,2.0999999999999996,"Sydney, Australia"
1991.666667,8,14.14,0.77,2.0999999999999996,"Sydney, Australia"
1991.75,9,16.21,0.78,1,"Sydney, Australia"
1991.833333,10,19.14,0.8,1.3,"Sydney, Australia"
1991.916667,11,20.3,0.8,1.7000000000000002,"Sydney, Australia"
1992,12,22.7,0.8,1.0999999999999999,"Sydney, Australia"
1992.083333,1,24.38,0.83,1.4000000000000001,"Sydney, Australia"
1992.166667,2,24.08,0.84,4.3999999999999995,"Sydney, Australia"
1992.25,3,22.41,0.86,2.9000000000000004,"Sydney, Australia"
1992.333333,4,20.18,0.87,3.9,"Sydney, Australia"
1992.416667,5,16.78,0.87,2.3,"Sydney, Australia"
1992.5,6,15.66,0.87,2.9000000000000004,"Sydney, Australia"
1992.583333,7,13.84,0.84,2.6,"Sydney, Australia"
1992.666667,8,13.69,0.82,3.6000000000000005,"Sydney, Australia"
1992.75,9,15.86,0.83,2.7,"Sydney, Australia"
1992.833333,10,17.87,0.82,2.4,"Sydney, Australia"
1992.916667,11,20.04,0.82,2,"Sydney, Australia"
1993,12,22.89,0.85,1.8000000000000003,"Sydney, Australia"
1993.083333,1,23.2,0.85,5.4,"Sydney, Australia"
1993.166667,2,22.97,0.86,3.1,"Sydney, Australia"
1993.25,3,21.94,0.87,1.5000000000000002,"Sydney, Australia"
1993.333333,4,20.66,0.86,2.3,"Sydney, Australia"
1993.416667,5,17.29,0.86,3.4000000000000004,"Sydney, Australia"
1993.5,6,15.13,0.83,3.4000000000000004,"Sydney, Australia"
1993.583333,7,13.75,0.82,2.1999999999999997,"Sydney, Australia"
1993.666667,8,14.64,0.81,2.7,"Sydney, Australia"
1993.75,9,15.8,0.81,3.6000000000000005,"Sydney, Australia"
1993.833333,10,17.23,0.81,3.2,"Sydney, Australia"
1993.916667,11,18.81,0.82,3.6000000000000005,"Sydney, Australia"
1994,12,22.09,0.83,2.8000000000000003,"Sydney, Australia"
1994.083333,1,23.26,0.84,4.1000000000000005,"Sydney, Australia"
1994.166667,2,22.83,0.83,2.1999999999999997,"Sydney, Australia"
1994.25,3,22.9,0.83,2.5,"Sydney, Australia"
1994.333333,4,21.11,0.84,3.6000000000000005,"Sydney, Australia"
1994.416667,5,17.24,0.84,5,"Sydney, Australia"
1994.5,6,14.68,0.82,3.1,"Sydney, Australia"
1994.583333,7,13.14,0.78,2.5,"Sydney, Australia"
1994.666667,8,14.14,0.77,2.9000000000000004,"Sydney, Australia"
1994.75,9,15.86,0.78,2.8000000000000003,"Sydney, Australia"
1994.833333,10,17.38,0.79,2.0999999999999996,"Sydney, Australia"
1994.916667,11,20.56,0.8,2.3,"Sydney, Australia"
1995,12,22.42,0.81,3.3000000000000003,"Sydney, Australia"
1995.083333,1,22.76,0.82,4.9,"Sydney, Australia"
1995.166667,2,22.87,0.82,6.1,"Sydney, Australia"
1995.25,3,21.86,0.84,4,"Sydney, Australia"
1995.333333,4,20.32,0.85,2.7,"Sydney, Australia"
1995.416667,5,16.87,0.84,3.9,"Sydney, Australia"
1995.5,6,14.59,0.82,2.8000000000000003,"Sydney, Australia"
1995.583333,7,13.78,0.8,2.7,"Sydney, Australia"
1995.666667,8,14.28,0.79,2.1999999999999997,"Sydney, Australia"
1995.75,9,17.16,0.81,1.6,"Sydney, Australia"
1995.833333,10,18.16,0.82,1.6,"Sydney, Australia"
1995.916667,11,20.36,0.82,2.0999999999999996,"Sydney, Australia"
1996,12,21.83,0.85,2.1999999999999997,"Sydney, Australia"
1996.083333,1,24.25,0.86,1.4000000000000001,"Sydney, Australia"
1996.166667,2,24.36,0.89,1.8000000000000003,"Sydney, Australia"
1996.25,3,23.84,0.91,3.9,"Sydney, Australia"
1996.333333,4,20.62,0.93,3.3000000000000003,"Sydney, Australia"
1996.416667,5,18.81,0.92,4,"Sydney, Australia"
1996.5,6,15.95,0.93,3.9,"Sydney, Australia"
1996.583333,7,14.69,0.9,4.6,"Sydney, Australia"
1996.666667,8,14.87,0.88,3.0000000000000004,"Sydney, Australia"
1996.75,9,16.32,0.9,2.0999999999999996,"Sydney, Australia"
1996.833333,10,19.35,0.9,1.6,"Sydney, Australia"
1996.916667,11,21.14,0.9,2.0999999999999996,"Sydney, Australia"
1997,12,22.93,0.92,2.4,"Sydney, Australia"
1997.083333,1,24.7,0.93,1.9,"Sydney, Australia"
1997.166667,2,25.51,0.94,1.0999999999999999,"Sydney, Australia"
1997.25,3,23.43,0.94,3.0000000000000004,"Sydney, Australia"
1997.333333,4,20.13,0.94,2.8000000000000003,"Sydney, Australia"
1997.416667,5,17.7,0.92,2.0999999999999996,"Sydney, Australia"
1997.5,6,16.12,0.89,2.1999999999999997,"Sydney, Australia"
1997.583333,7,15.3,0.87,2.1999999999999997,"Sydney, Australia"
1997.666667,8,15.48,0.85,2.1999999999999997,"Sydney, Australia"
1997.75,9,16.84,0.85,1.3,"Sydney, Australia"
1997.833333,10,19.86,0.86,1.0999999999999999,"Sydney, Australia"
1997.916667,11,21.77,0.86,1.7000000000000002,"Sydney, Australia"
1998,12,23.18,0.86,3.4999999999999996,"Sydney, Australia"
1998.083333,1,23.98,0.86,4.3999999999999995,"Sydney, Australia"
1998.166667,2,23.33,0.87,5.7,"Sydney, Australia"
1998.25,3,21.83,0.85,3.9,"Sydney, Australia"
1998.333333,4,20.76,0.86,1.7000000000000002,"Sydney, Australia"
1998.416667,5,17.68,0.85,3.8,"Sydney, Australia"
1998.5,6,14.93,0.84,2.9000000000000004,"Sydney, Australia"
1998.583333,7,14.28,0.83,2.4,"Sydney, Australia"
1998.666667,8,14.04,0.83,2,"Sydney, Australia"
1998.75,9,16.15,0.82,2.4,"Sydney, Australia"
1998.833333,10,19.05,0.82,2.1999999999999997,"Sydney, Australia"
1998.916667,11,20.63,0.84,3.2,"Sydney, Australia"
1999,12,21.14,0.85,4.500000000000001,"Sydney, Australia"
1999.083333,1,23.36,0.85,4.3999999999999995,"Sydney, Australia"
1999.166667,2,23.83,0.86,1.4000000000000001,"Sydney, Australia"
1999.25,3,23.75,0.86,2.1999999999999997,"Sydney, Australia"
1999.333333,4,19.17,0.84,3.3000000000000003,"Sydney, Australia"
1999.416667,5,17.7,0.84,1.6,"Sydney, Australia"
1999.5,6,14.6,0.83,3.4000000000000004,"Sydney, Australia"
1999.583333,7,14.27,0.81,1.7000000000000002,"Sydney, Australia"
1999.666667,8,14.04,0.79,3.1,"Sydney, Australia"
1999.75,9,15.8,0.79,2.8000000000000003,"Sydney, Australia"
1999.833333,10,17.14,0.8,2.0999999999999996,"Sydney, Australia"
1999.916667,11,19.38,0.8,2.5,"Sydney, Australia"
2000,12,22.19,0.8,1.2,"Sydney, Australia"
2000.083333,1,23.4,0.82,3.2,"Sydney, Australia"
2000.166667,2,24.32,0.82,2,"Sydney, Australia"
2000.25,3,22.94,0.83,2.0999999999999996,"Sydney, Australia"
2000.333333,4,19.57,0.82,2.6,"Sydney, Australia"
2000.416667,5,17.83,0.82,2.0999999999999996,"Sydney, Australia"
2000.5,6,15.24,0.81,2,"Sydney, Australia"
2000.583333,7,14.1,0.77,2.3,"Sydney, Australia"
2000.666667,8,15.27,0.78,1.8000000000000003,"Sydney, Australia"
2000.75,9,17.29,0.78,1,"Sydney, Australia"
2000.833333,10,19.04,0.78,1,"Sydney, Australia"
2000.916667,11,21.36,0.79,1.4000000000000001,"Sydney, Australia"
2001,12,23.13,0.81,2.0999999999999996,"Sydney, Australia"
2001.083333,1,24.75,0.83,3.3000000000000003,"Sydney, Australia"
2001.166667,2,24.76,0.84,2.8000000000000003,"Sydney, Australia"
2001.25,3,23.63,0.85,1.6,"Sydney, Australia"
2001.333333,4,20.46,0.84,2,"Sydney, Australia"
2001.416667,5,17.81,0.85,2.5,"Sydney, Australia"
2001.5,6,14.92,0.84,2.1999999999999997,"Sydney, Australia"
2001.583333,7,14.68,0.83,2.1999999999999997,"Sydney, Australia"
2001.666667,8,15.17,0.81,1.7000000000000002,"Sydney, Australia"
2001.75,9,17.6,0.82,1.6,"Sydney, Australia"
2001.833333,10,20.34,0.83,0.7000000000000001,"Sydney, Australia"
2001.916667,11,21.82,0.84,1.7000000000000002,"Sydney, Australia"
2002,12,24.01,0.85,2.7,"Sydney, Australia"
2002.083333,1,23.83,0.86,4.199999999999999,"Sydney, Australia"
2002.166667,2,22.9,0.86,3.6999999999999997,"Sydney, Australia"
2002.25,3,23.29,0.88,3.9,"Sydney, Australia"
2002.333333,4,21.37,0.89,2.6,"Sydney, Australia"
2002.416667,5,18.49,0.89,3.4000000000000004,"Sydney, Australia"
2002.5,6,15.66,0.89,3.6999999999999997,"Sydney, Australia"
2002.583333,7,13.94,0.86,2.7,"Sydney, Australia"
2002.666667,8,14.65,0.84,4.1000000000000005,"Sydney, Australia"
2002.75,9,16.29,0.86,2.8000000000000003,"Sydney, Australia"
2002.833333,10,17.48,0.85,2,"Sydney, Australia"
2002.916667,11,20.21,0.86,1.8000000000000003,"Sydney, Australia"
2003,12,21.43,0.86,2.6,"Sydney, Australia"
2003.083333,1,22.05,0.86,3.6999999999999997,"Sydney, Australia"
2003.166667,2,23.76,0.86,2,"Sydney, Australia"
2003.25,3,22.38,0.86,3.6999999999999997,"Sydney, Australia"
2003.333333,4,19.98,0.85,3.4999999999999996,"Sydney, Australia"
2003.416667,5,17.44,0.86,3.1,"Sydney, Australia"
2003.5,6,14.53,0.83,4.1000000000000005,"Sydney, Australia"
2003.583333,7,13.82,0.81,2.3,"Sydney, Australia"
2003.666667,8,15.12,0.82,3.4000000000000004,"Sydney, Australia"
2003.75,9,16.71,0.84,1.6,"Sydney, Australia"
2003.833333,10,18.97,0.83,2,"Sydney, Australia"
2003.916667,11,20.73,0.83,2,"Sydney, Australia"
2004,12,22.01,0.83,2.5,"Sydney, Australia"
2004.083333,1,24.18,0.85,2.1999999999999997,"Sydney, Australia"
2004.166667,2,24.71,0.85,2,"Sydney, Australia"
2004.25,3,22.67,0.84,2.3,"Sydney, Australia"
2004.333333,4,19.48,0.84,3.0000000000000004,"Sydney, Australia"
2004.416667,5,17.83,0.85,1.7000000000000002,"Sydney, Australia"
2004.5,6,15.28,0.84,1.8000000000000003,"Sydney, Australia"
2004.583333,7,14.91,0.82,2.3,"Sydney, Australia"
2004.666667,8,14.85,0.8,2.3,"Sydney, Australia"
2004.75,9,17.15,0.8,1.3,"Sydney, Australia"
2004.833333,10,18.81,0.8,1.5000000000000002,"Sydney, Australia"
2004.916667,11,20.82,0.82,1.7000000000000002,"Sydney, Australia"
2005,12,23.28,0.83,2,"Sydney, Australia"
2005.083333,1,24.5,0.85,1.8000000000000003,"Sydney, Australia"
2005.166667,2,24.94,0.86,4,"Sydney, Australia"
2005.25,3,23.73,0.86,2,"Sydney, Australia"
2005.333333,4,20.91,0.87,2.9000000000000004,"Sydney, Australia"
2005.416667,5,18.51,0.86,1.3,"Sydney, Australia"
2005.5,6,15.22,0.82,2.0999999999999996,"Sydney, Australia"
2005.583333,7,15.32,0.82,2,"Sydney, Australia"
2005.666667,8,14.31,0.81,2.3,"Sydney, Australia"
2005.75,9,16.93,0.82,2.6,"Sydney, Australia"
2005.833333,10,18.93,0.82,2,"Sydney, Australia"
2005.916667,11,21.4,0.82,2.1999999999999997,"Sydney, Australia"
2006,12,22.53,0.83,2.8000000000000003,"Sydney, Australia"
2006.083333,1,24.41,0.85,1.7000000000000002,"Sydney, Australia"
2006.166667,2,25.5,0.85,0.9000000000000001,"Sydney, Australia"
2006.25,3,23.57,0.86,2.4,"Sydney, Australia"
2006.333333,4,21.56,0.87,2.8000000000000003,"Sydney, Australia"
2006.416667,5,17.93,0.86,2.1999999999999997,"Sydney, Australia"
2006.5,6,16.37,0.85,2,"Sydney, Australia"
2006.583333,7,14.39,0.83,2.6,"Sydney, Australia"
2006.666667,8,15.3,0.82,2.0999999999999996,"Sydney, Australia"
2006.75,9,18.19,0.85,1.8000000000000003,"Sydney, Australia"
2006.833333,10,19.43,0.85,1.3,"Sydney, Australia"
2006.916667,11,21.01,0.85,2,"Sydney, Australia"
2007,12,22.56,0.87,1.6,"Sydney, Australia"
2007.083333,1,24.74,0.89,1.7000000000000002,"Sydney, Australia"
2007.166667,2,25.07,0.91,3.6000000000000005,"Sydney, Australia"
2007.25,3,23.38,0.91,1.6,"Sydney, Australia"
2007.333333,4,21.73,0.93,4,"Sydney, Australia"
2007.416667,5,18.29,0.93,3.1,"Sydney, Australia"
2007.5,6,15.73,0.92,2.8000000000000003,"Sydney, Australia"
2007.583333,7,16.13,0.91,2.7,"Sydney, Australia"
2007.666667,8,15.61,0.9,3.2,"Sydney, Australia"
2007.75,9,17.72,0.91,2.4,"Sydney, Australia"
2007.833333,10,19.45,0.9,3.1,"Sydney, Australia"
2007.916667,11,21.94,0.91,2.8000000000000003,"Sydney, Australia"
2008,12,22.65,0.92,4.3999999999999995,"Sydney, Australia"
2008.083333,1,23.33,0.92,3.6000000000000005,"Sydney, Australia"
2008.166667,2,23.39,0.92,4.6,"Sydney, Australia"
2008.25,3,22.54,0.92,3.8,"Sydney, Australia"
2008.333333,4,21.56,0.93,5.3,"Sydney, Australia"
2008.416667,5,17.54,0.92,4.500000000000001,"Sydney, Australia"
2008.5,6,16.15,0.91,3.0000000000000004,"Sydney, Australia"
2008.583333,7,14.34,0.88,3.4999999999999996,"Sydney, Australia"
2008.666667,8,15.2,0.86,3.9,"Sydney, Australia"
2008.75,9,16.16,0.84,2.1999999999999997,"Sydney, Australia"
2008.833333,10,17.58,0.85,2.8000000000000003,"Sydney, Australia"
2008.916667,11,20.54,0.86,2.5,"Sydney, Australia"
2009,12,21.82,0.86,3.0000000000000004,"Sydney, Australia"
2009.083333,1,23.68,0.85,2.7,"Sydney, Australia"
2009.166667,2,23.98,0.84,2,"Sydney, Australia"
2009.25,3,23.33,0.84,2.9000000000000004,"Sydney, Australia"
2009.333333,4,20.96,0.84,4,"Sydney, Australia"
2009.416667,5,17.36,0.83,2.0999999999999996,"Sydney, Australia"
2009.5,6,14.41,0.79,3.1,"Sydney, Australia"
2009.583333,7,14.37,0.79,1.6,"Sydney, Australia"
2009.666667,8,15.16,0.76,1.8000000000000003,"Sydney, Australia"
2009.75,9,17.14,0.77,1.9,"Sydney, Australia"
2009.833333,10,19.29,0.78,1.3,"Sydney, Australia"
2009.916667,11,20.22,0.77,1.0999999999999999,"Sydney, Australia"
2010,12,23.42,0.8,1.6,"Sydney, Australia"
2010.083333,1,24.56,0.82,2,"Sydney, Australia"
2010.166667,2,24.84,0.83,3.3000000000000003,"Sydney, Australia"
2010.25,3,22.38,0.84,4.8,"Sydney, Australia"
2010.333333,4,20.15,0.86,1.6,"Sydney, Australia"
2010.416667,5,17.41,0.86,3.9,"Sydney, Australia"
2010.5,6,15.25,0.84,2,"Sydney, Australia"
2010.583333,7,15.28,0.83,2.9000000000000004,"Sydney, Australia"
2010.666667,8,15.24,0.83,2.4,"Sydney, Australia"
2010.75,9,16.85,0.82,1.8000000000000003,"Sydney, Australia"
2010.833333,10,19.13,0.83,2.1999999999999997,"Sydney, Australia"
2010.916667,11,21.86,0.85,1.3,"Sydney, Australia"
2011,12,22.7,0.86,2.8000000000000003,"Sydney, Australia"
2011.083333,1,23.68,0.88,4.3999999999999995,"Sydney, Australia"
2011.166667,2,25,0.88,1.7000000000000002,"Sydney, Australia"
2011.25,3,25.18,0.9,1,"Sydney, Australia"
2011.333333,4,22.17,0.9,2.1999999999999997,"Sydney, Australia"
2011.416667,5,19.05,0.89,2.6,"Sydney, Australia"
2011.5,6,16.57,0.87,1.8000000000000003,"Sydney, Australia"
2011.583333,7,15.68,0.86,3.6000000000000005,"Sydney, Australia"
2011.666667,8,15.6,0.86,2.8000000000000003,"Sydney, Australia"
2011.75,9,17.06,0.86,2.6,"Sydney, Australia"
2011.833333,10,19.31,0.86,1.4000000000000001,"Sydney, Australia"
2011.916667,11,21.14,0.86,2.3,"Sydney, Australia"
2012,12,23.35,0.86,2.3,"Sydney, Australia"
2012.083333,1,24.01,0.87,6.499999999999999,"Sydney, Australia"
2012.166667,2,23.73,0.85,5.3,"Sydney, Australia"
2012.25,3,21.95,0.84,3.0000000000000004,"Sydney, Australia"
2012.333333,4,20.59,0.86,4.500000000000001,"Sydney, Australia"
2012.416667,5,17.82,0.87,2.6,"Sydney, Australia"
2012.5,6,14.99,0.84,2.8000000000000003,"Sydney, Australia"
2012.583333,7,14.52,0.84,2.3,"Sydney, Australia"
2012.666667,8,15.53,0.84,2.1999999999999997,"Sydney, Australia"
2012.75,9,16.84,0.86,3.4000000000000004,"Sydney, Australia"
2012.833333,10,19.58,0.85,1.3,"Sydney, Australia"
2012.916667,11,21.19,0.86,2.8000000000000003,"Sydney, Australia"
2013,12,21.54,0.86,2.5,"Sydney, Australia"
2013.083333,1,23.77,0.88,4.500000000000001,"Sydney, Australia"
2013.166667,2,24.18,0.89,1.7000000000000002,"Sydney, Australia"
2013.25,3,22.4,0.88,1.7000000000000002,"Sydney, Australia"
2013.333333,4,20.82,0.9,2,"Sydney, Australia"
2013.416667,5,17.99,0.89,1.8000000000000003,"Sydney, Australia"
2013.5,6,15.38,0.87,3.3000000000000003,"Sydney, Australia"
2013.583333,7,13.68,0.86,1.7000000000000002,"Sydney, Australia"
2013.666667,8,15.28,0.85,1.8000000000000003,"Sydney, Australia"
2013.75,9,16.59,0.84,1.5000000000000002,"Sydney, Australia"
2013.833333,10,18.92,0.84,1.8000000000000003,"Sydney, Australia"
2013.916667,11,20,0.84,1.6,"Sydney, Australia"
2014,12,23.3,0.85,1.6,"Sydney, Australia"
2014.083333,1,24.73,0.87,1.3,"Sydney, Australia"
2014.166667,2,23.93,0.89,4.7,"Sydney, Australia"
2014.25,3,23.22,0.89,2.6,"Sydney, Australia"
2014.333333,4,20.5,0.9,2.7,"Sydney, Australia"
2014.416667,5,18.14,0.91,4.1000000000000005,"Sydney, Australia"
2014.5,6,14.4,0.88,2.5,"Sydney, Australia"
2014.583333,7,13.92,0.85,2.4,"Sydney, Australia"
2014.666667,8,15.48,0.82,2,"Sydney, Australia"
2014.75,9,16.93,0.83,2,"Sydney, Australia"
2014.833333,10,19.3,0.83,1,"Sydney, Australia"
2014.916667,11,21.25,0.83,1.8000000000000003,"Sydney, Australia"
2015,12,23.65,0.84,1.7000000000000002,"Sydney, Australia"
2015.083333,1,25.55,0.87,2.4,"Sydney, Australia"
2015.166667,2,25.3,0.88,1.9,"Sydney, Australia"
2015.25,3,24.5,0.89,1.7000000000000002,"Sydney, Australia"
2015.333333,4,21.98,0.91,2.7,"Sydney, Australia"
2015.416667,5,18.88,0.9,2.3,"Sydney, Australia"
2015.5,6,16.95,0.89,2.3,"Sydney, Australia"
2015.583333,7,15.55,0.88,2,"Sydney, Australia"
2015.666667,8,16.76,0.86,1.4000000000000001,"Sydney, Australia"
2015.75,9,17.69,0.85,2.1999999999999997,"Sydney, Australia"
2015.833333,10,20.1,0.86,0.6,"Sydney, Australia"
2015.916667,11,21.32,0.86,3.2,"Sydney, Australia"
2016,12,22.4,0.88,3.3000000000000003,"Sydney, Australia"
2016.083333,1,23.56,0.89,2.5,"Sydney, Australia"
2016.166667,2,22.74,0.89,4.8,"Sydney, Australia"
2016.25,3,22.21,0.89,2.7,"Sydney, Australia"
2016.333333,4,20.2,0.89,2.0999999999999996,"Sydney, Australia"
2016.416667,5,17.21,0.88,2.0999999999999996,"Sydney, Australia"
2016.5,6,15.3,0.85,2.5,"Sydney, Australia"
2016.583333,7,14.08,0.83,2.4,"Sydney, Australia"
2016.666667,8,15.43,0.82,2,"Sydney, Australia"
2016.75,9,16.88,0.82,0.9000000000000001,"Sydney, Australia"
2016.833333,10,19.1,0.81,1.5000000000000002,"Sydney, Australia"
2016.916667,11,20.98,0.82,2.0999999999999996,"Sydney, Australia"
2017,12,21.72,0.81,2,"Sydney, Australia"
2017.083333,1,24.26,0.82,3.0000000000000004,"Sydney, Australia"
2017.166667,2,22.7,0.82,2.5,"Sydney, Australia"
2017.25,3,22.53,0.83,3.4000000000000004,"Sydney, Australia"
2017.333333,4,20.76,0.83,1.6,"Sydney, Australia"
2017.416667,5,18.19,0.83,1.2,"Sydney, Australia"
2017.5,6,16.87,0.83,2.5,"Sydney, Australia"
2017.583333,7,14.27,0.82,3.0000000000000004,"Sydney, Australia"
2017.666667,8,15.68,0.83,1.5000000000000002,"Sydney, Australia"
2017.75,9,18.17,0.81,1,"Sydney, Australia"
2017.833333,10,19.29,0.83,1.9,"Sydney, Australia"
2017.916667,11,20.99,0.82,1.9,"Sydney, Australia"
2018,12,23.02,0.84,2,"Sydney, Australia"
2018.083333,1,24.28,0.85,3.8,"Sydney, Australia"
2018.166667,2,24.47,0.86,3.3000000000000003,"Sydney, Australia"
2018.25,3,23.79,0.87,0.9000000000000001,"Sydney, Australia"
2018.333333,4,21.56,0.87,1.6,"Sydney, Australia"
2018.416667,5,18.92,0.88,2,"Sydney, Australia"
2018.5,6,17.62,0.88,2.8000000000000003,"Sydney, Australia"
2018.583333,7,14.95,0.84,3.1,"Sydney, Australia"
2018.666667,8,16.19,0.85,2.9000000000000004,"Sydney, Australia"
2018.75,9,16.53,0.86,2.0999999999999996,"Sydney, Australia"
2018.833333,10,18.96,0.87,2.6,"Sydney, Australia"
2018.916667,11,21.03,0.88,2.3,"Sydney, Australia"
2019,12,22.64,0.89,2.3,"Sydney, Australia"
2019.083333,1,24.49,0.9,5.5,"Sydney, Australia"
2019.166667,2,23.99,0.89,5.800000000000001,"Sydney, Australia"
2019.25,3,22.41,0.89,3.6999999999999997,"Sydney, Australia"
2019.333333,4,19.29,0.88,2.5,"Sydney, Australia"
2019.416667,5,17.04,0.87,2.4,"Sydney, Australia"
2019.5,6,15.73,0.85,3.4000000000000004,"Sydney, Australia"
2019.583333,7,14.3,0.83,2.9000000000000004,"Sydney, Australia"
2019.666667,8,14.72,0.81,3.3000000000000003,"Sydney, Australia"
2019.75,9,16.59,0.81,2.6,"Sydney, Australia"
2019.833333,10,19,0.83,1.8000000000000003,"Sydney, Australia"
2019.916667,11,20.58,0.84,3.0000000000000004,"Sydney, Australia"
2020,12,22.4,0.84,1.9,"Sydney, Australia"
2020.083333,1,25.02,0.87,1,"Sydney, Australia"
2020.166667,2,25.11,0.87,2.9000000000000004,"Sydney, Australia"
2020.25,3,23.13,0.88,3.1,"Sydney, Australia"
2020.333333,4,20.28,0.88,1.9,"Sydney, Australia"
2020.416667,5,18.22,0.87,1.7000000000000002,"Sydney, Australia"
2020.5,6,15.6,0.85,2.1999999999999997,"Sydney, Australia"
2020.583333,7,14.17,0.81,3.0000000000000004,"Sydney, Australia"
2020.666667,8,15.04,0.8,1.9,"Sydney, Australia"
2020.75,9,16.96,0.79,1.3,"Sydney, Australia"
2020.833333,10,19.11,0.8,0.6,"Sydney, Australia"
2020.916667,11,21.79,0.8,1.3,"Sydney, Australia"
2021,12,23.23,0.82,1.9,"Sydney, Australia"
2021.083333,1,25.06,0.85,1.5000000000000002,"Sydney, Australia"
2021.166667,2,25.21,0.86,1.9,"Sydney, Australia"
2021.25,3,23.64,0.89,2.0999999999999996,"Sydney, Australia"
2021.333333,4,21.69,0.89,1.5000000000000002,"Sydney, Australia"
2021.416667,5,19.08,0.91,3.1,"Sydney, Australia"
2021.5,6,16.07,0.87,2.6,"Sydney, Australia"
2021.583333,7,15.03,0.86,2.0999999999999996,"Sydney, Australia"
2021.666667,8,14.63,0.84,2.5,"Sydney, Australia"
2021.75,9,17.49,0.83,0.9000000000000001,"Sydney, Australia"
2021.833333,10,19.47,0.84,0.8,"Sydney, Australia"
2021.916667,11,21.53,0.84,1.6,"Sydney, Australia"
2022,12,24.51,0.86,0.6,"Sydney, Australia"
2022.083333,1,25.48,0.89,1.7000000000000002,"Sydney, Australia"
2022.166667,2,25.85,0.91,1.0999999999999999,"Sydney, Australia"
2022.25,3,23.35,0.9,1.5000000000000002,"Sydney, Australia"
2022.333333,4,21.51,0.92,1.5000000000000002,"Sydney, Australia"
2022.416667,5,18.35,0.92,1.5000000000000002,"Sydney, Australia"
2022.5,6,16.24,0.9,2.4,"Sydney, Australia"
2022.583333,7,15.74,0.9,2,"Sydney, Australia"
2022.666667,8,15.91,0.87,1.9,"Sydney, Australia"
2022.75,9,18.6,0.88,1.0999999999999999,"Sydney, Australia"
2022.833333,10,19.37,0.89,2.4,"Sydney, Australia"
2022.916667,11,21.89,0.9,2,"Sydney, Australia"
2023,12,23.77,0.91,2.4,"Sydney, Australia"
2023.083333,1,24.93,0.92,3.3000000000000003,"Sydney, Australia"
2023.166667,2,25.16,0.92,2.5,"Sydney, Australia"
2023.25,3,23.57,0.92,3.2,"Sydney, Australia"
2023.333333,4,19.96,0.9,3.4000000000000004,"Sydney, Australia"
